text,intent,encoded_intent
show flights denver philadelphia,atis_flight,4
flights newark boston,atis_flight,4
first flight atlanta boston leaving thursday september fifth,atis_flight,4
united airlines flights stopovers denver,atis_flight,4
show flights boston denver wednesday morning,atis_flight,4
show twa flights indianapolis houston arrive around,atis_flight,4
show direct flights san francisco boston,atis_flight,4
like find cheapest flight boston san francisco,atis_flight,4
show round trip fares denver philadelphia,atis_airfare,2
want go denver atlanta round trip make stop pittsburgh possible,atis_flight,4
please tell airline departures atlanta,atis_airline,3
flights atlanta baltimore,atis_flight,4
show round trip fares san jose salt lake city,atis_airfare,2
explain restriction ap,atis_abbreviation,0
show flights salt lake city milwaukee,atis_flight,4
show us air fares next sunday miami cleveland,atis_airfare,2
list round trip fare kansas city minneapolis flights,atis_airfare,2
show flights pittsburgh san francisco,atis_flight,4
show flights baltimore dallas,atis_flight,4
show cheapest round trip flights denver pittsburgh,atis_flight,4
would like flight denver pittsburgh,atis_flight,4
show flights boston atlanta,atis_flight,4
need flight san francisco boston leaves pm,atis_flight,4
flights boston arrive dallas fort worth pm,atis_flight,4
please show ground transportation denver,atis_ground_service,6
find travel arrangements round trip flight boston pittsburgh,atis_flight,4
coach fare boston atlanta delta,atis_airfare,2
list flights pittsburgh atlanta evening august sixth,atis_flight,4
would like rates atlanta boston september third,atis_airfare,2
would like fly boston denver early morning,atis_flight,4
looking flight denver salt lake city,atis_flight,4
show flights columbus baltimore,atis_flight,4
flight oakland boston leaving midnight,atis_flight,4
abbreviation dl mean,atis_abbreviation,0
could list flights first class monday san francisco pittsburgh starting noon afterwards,atis_flight,4
would like fly atlanta philadelphia,atis_flight,4
flights atlanta louis tuesday arriving around pm,atis_flight,4
list daily flights oakland boston using twa,atis_flight,4
could give schedule flights american delta dfw august fifteenth,atis_flight_time,5
show first class flights new york miami leaving tuesday,atis_flight,4
please show airfare flight us boston pittsburgh,atis_airfare,2
delta flight boston san francisco stops denver,atis_flight,4
please list united flights pittsburgh baltimore,atis_flight,4
find cheapest one way fare boston san francisco,atis_airfare,2
give morning flights atlanta baltimore,atis_flight,4
please give round trip fares pittsburgh philadelphia,atis_airfare,2
would like information ground transportation city atlanta airport downtown,atis_ground_service,6
like fly philadelphia dallas san francisco,atis_flight,4
least expensive flight atlanta denver leaving october twelfth,atis_flight,4
price american airlines flight new york los angeles,atis_airfare,2
first flight dallas houston,atis_flight,4
would like information flights san francisco pittsburgh leaving pm monday night,atis_flight,4
flights go dallas denver leaving pm,atis_flight,4
fare code fare code h,atis_abbreviation,0
hello like delta flight atlanta boston,atis_flight,4
flights provided american airlines,atis_flight,4
show flights love field airports,atis_flight,4
show coach fares baltimore dallas,atis_airfare,2
want flights toronto san diego stop louis,atis_flight,4
saturday sunday flights milwaukee phoenix american airlines,atis_flight,4
list cheapest one way flight miami florida charlotte north carolina,atis_flight,4
flights washington august second,atis_flight,4
like fly philadelphia san francisco dallas,atis_flight,4
list flights atlanta dallas friday,atis_flight,4
show united flights denver san francisco september first,atis_flight,4
earliest flight departing san francisco arriving oakland november eighth,atis_flight,4
new york toronto thursday morning,atis_flight,4
cheapest flight miami indianapolis,atis_flight,4
airlines fly boston washington dc stopover city,atis_airline,3
please list airline flights denver boston,atis_airline,3
interested flight cincinnati burbank flight american leave afternoon need know aircraft flight number,atis_flight,4
flights oakland san francisco,atis_flight,4
list flights boston san francisco serve breakfast,atis_flight,4
many airlines flights service class yn,atis_quantity,7
could please give one way fare pittsburgh atlanta,atis_airfare,2
okay like fly denver pittsburgh,atis_flight,4
like flight montreal san diego sunday,atis_flight,4
need flight montreal quebec san diego california leaving sunday,atis_flight,4
give list flights baltimore philadelphia denver philadelphia pittsburgh philadelphia,atis_flight,4
tell ground transportation petersburg airport,atis_ground_service,6
many united flights san francisco please,atis_quantity,7
need listing flights new york city montreal canada departing thursday morning,atis_flight,4
show flights philadelphia newark,atis_flight,4
go san francisco airport downtown san francisco,atis_flight,4
would like fly denver atlanta way pittsburgh,atis_flight,4
give fares atlanta baltimore,atis_airfare,2
baltimore philadelphia,atis_flight,4
give flights denver baltimore,atis_flight,4
flight originate boston,atis_flight,4
flights kansas city cleveland price,atis_flight,4
tuesday flights leave phoenix paul minnesota leave noon,atis_flight,4
lowest price fare atlanta san francisco flight delta delta,atis_airfare,2
list flights detroit san diego thursday,atis_flight,4
flights phoenix milwaukee,atis_flight,4
flights go philadelphia san francisco stopover dallas,atis_flight,4
show flights denver oakland arrive,atis_flight,4
find earliest flight boston atlanta day week,atis_flight,4
airfare denver pittsburgh,atis_airfare,2
show flights denver philadelphia leave next saturday afternoon,atis_flight,4
show flights atlanta baltimore denver dallas,atis_flight,4
one way,atis_flight,4
list flights saturday dallas san francisco nonstop,atis_flight,4
many airports oakland,atis_quantity,7
give list flights atlanta boston,atis_flight,4
please give list flights leaving boston going pittsburgh,atis_flight,4
repeating leaving denver san francisco type aircraft used,atis_aircraft,1
earliest flight washington atlanta leaving wednesday september fourth,atis_flight,4
show flights atlanta dallas round trip less dollars,atis_flight,4
flights return denver philadelphia saturday,atis_flight,4
flights dallas houston morning,atis_flight,4
flights pittsburgh baltimore,atis_flight,4
earliest flight boston san francisco please serving meal,atis_flight,4
type aircraft flies pittsburgh baltimore,atis_aircraft,1
show cheapest one way tickets atlanta dallas,atis_airfare,2
give sunday nonstop flights memphis las vegas,atis_flight,4
flight baltimore san francisco us air leaving type aircraft used,atis_flight,4
want evening flight dallas milwaukee,atis_flight,4
let look baltimore philadelphia,atis_flight,4
prices flights dallas baltimore,atis_airfare,2
kind airplane flight ua boston denver,atis_aircraft,1
many first class flights united today,atis_quantity,7
ua stand,atis_abbreviation,0
go boston san francisco stopover denver,atis_flight,4
tell flight dallas baltimore least expensive fare,atis_flight,4
show latest flight love field,atis_flight,4
type plane,atis_aircraft,1
earliest flight take boston baltimore,atis_flight,4
list nonstop flights wednesday june second miami washington arriving washington pm,atis_flight,4
would like fly paul san jose monday morning san jose houston tuesday morning houston paul wednesday morning,atis_flight,4
fare code,atis_abbreviation,0
show ground transportation baltimore,atis_ground_service,6
flights delta fort worth,atis_flight,4
show flights baltimore columbus,atis_flight,4
want fly boston atlanta would like cheapest fare please,atis_flight,4
would tell cheapest one way fare boston oakland,atis_airfare,2
ground transportation airport downtown phoenix,atis_ground_service,6
phoenix airport ground transportation downtown,atis_ground_service,6
give flights milwaukee louis leaving sunday morning,atis_flight,4
sa,atis_abbreviation,0
flight continental airlines leaving boston going denver,atis_flight,4
saturday flights las vegas phoenix,atis_flight,4
would like find least expensive flight boston denver,atis_flight,4
show flights arriving baltimore pittsburgh pm,atis_flight,4
need flight delta airlines kansas city salt lake,atis_flight,4
list flights washington toronto,atis_flight,4
show nonstop flights boston san francisco,atis_flight,4
show flights toronto san francisco,atis_flight,4
show flights boston san francisco denver san francisco boston denver,atis_flight,4
ground transportation oakland,atis_ground_service,6
show daily flights milwaukee orlando,atis_flight,4
flights kansas city atlanta arriving monday,atis_flight,4
flights leave philadelphia dallas depart noon american airlines,atis_flight,4
airlines fly miami new york friday,atis_airline,3
flights leave seattle sunday continental pm,atis_flight,4
earliest flight washington san francisco friday serves breakfast,atis_flight,4
going atlanta philadelphia serving breakfast,atis_flight,4
like see flights pittsburgh atlanta,atis_flight,4
flights available q fares boston pittsburgh,atis_flight,4
ground transportation milwaukee airport downtown area,atis_ground_service,6
